date,next_date,ticker,actual_return,var_95,var_99,hit_95,hit_99
2023-09-11,2023-09-12,AAPL,-0.01706048610289257,-0.030230997389551092,-0.047425539971267715,False,False
2023-09-12,2023-09-13,AAPL,-0.0118549089916139,-0.030230997389551092,-0.047425539971267715,False,False
2023-09-13,2023-09-14,AAPL,0.008782457882979378,-0.030230997389551092,-0.047425539971267715,False,False
2023-09-14,2023-09-15,AAPL,-0.004153759781456157,-0.02960485271326981,-0.044585168275865374,False,False
2023-09-15,2023-09-18,AAPL,0.016913219342517438,-0.02960485271326981,-0.044585168275865374,False,False
2023-09-18,2023-09-19,AAPL,0.0061808966367979945,-0.02960485271326981,-0.044585168275865374,False,False
2023-09-19,2023-09-20,AAPL,-0.01999228335784664,-0.02960485271326981,-0.044585168275865374,False,False
2023-09-20,2023-09-21,AAPL,-0.008889457619850383,-0.02960485271326981,-0.044585168275865374,False,False
2023-09-21,2023-09-22,AAPL,0.004944617404130547,-0.02960485271326981,-0.044585168275865374,False,False
2023-09-22,2023-09-25,AAPL,0.007380432690265781,-0.02960485271326981,-0.044585168275865374,False,False
2023-09-25,2023-09-26,AAPL,-0.02339847370971393,-0.02960485271326981,-0.044585168275865374,False,False
2023-09-26,2023-09-27,AAPL,-0.00889754929017239,-0.02960485271326981,-0.044585168275865374,False,False
2023-09-27,2023-09-28,AAPL,0.0015256087351109837,-0.02960485271326981,-0.044585168275865374,False,False
2023-09-28,2023-09-29,AAPL,0.003046389497151303,-0.02960485271326981,-0.044585168275865374,False,False
2023-09-29,2023-10-02,AAPL,0.014835557829094181,-0.02960485271326981,-0.044585168275865374,False,False
2023-10-02,2023-10-03,AAPL,-0.007769796061209644,-0.02783613457381716,-0.03985480489638088,False,False
2023-10-03,2023-10-04,AAPL,0.007308803989658275,-0.026451212060921443,-0.03985480489638088,False,False
2023-10-04,2023-10-05,AAPL,0.007197710497694576,-0.026451212060921443,-0.03985480489638088,False,False
2023-10-05,2023-10-06,AAPL,0.014750651984002383,-0.026451212060921443,-0.03985480489638088,False,False
2023-10-06,2023-10-09,AAPL,0.008451201626139104,-0.026451212060921443,-0.03985480489638088,False,False
2023-10-09,2023-10-10,AAPL,-0.003352271170802834,-0.026451212060921443,-0.03985480489638088,False,False
2023-10-10,2023-10-11,AAPL,0.007904166706875992,-0.02621262411667763,-0.03985480489638088,False,False
2023-10-11,2023-10-12,AAPL,0.005061192262814762,-0.02621262411667763,-0.03985480489638088,False,False
2023-10-12,2023-10-13,AAPL,-0.010292729094026343,-0.02621262411667763,-0.03985480489638088,False,False
2023-10-13,2023-10-16,AAPL,-0.0007269784638538335,-0.02621262411667763,-0.03985480489638088,False,False
2023-10-16,2023-10-17,AAPL,-0.008784700655539268,-0.02621262411667763,-0.03985480489638088,False,False
2023-10-17,2023-10-18,AAPL,-0.007394906010994462,-0.02573025686508347,-0.03985480489638088,False,False
2023-10-18,2023-10-19,AAPL,-0.002161013419314628,-0.02573025686508347,-0.03985480489638088,False,False
2023-10-19,2023-10-20,AAPL,-0.014704062037544263,-0.02573025686508347,-0.03985480489638088,False,False
2023-10-20,2023-10-23,AAPL,0.0006939363036710944,-0.02573025686508347,-0.03985480489638088,False,False
2023-10-23,2023-10-24,AAPL,0.002543527522970379,-0.02573025686508347,-0.03985480489638088,False,False
2023-10-24,2023-10-25,AAPL,-0.013491744804062233,-0.02573025686508347,-0.03985480489638088,False,False
2023-10-25,2023-10-26,AAPL,-0.02460557417318443,-0.02573025686508347,-0.03985480489638088,False,False
2023-10-26,2023-10-27,AAPL,0.00796934974585839,-0.02573025686508347,-0.03985480489638088,False,False
2023-10-27,2023-10-30,AAPL,0.012305271086112457,-0.02573025686508347,-0.03985480489638088,False,False
2023-10-30,2023-10-31,AAPL,0.0028187752873134464,-0.024949607660594873,-0.03985480489638088,False,False
2023-10-31,2023-11-01,AAPL,0.01873862414508376,-0.024949607660594873,-0.03985480489638088,False,False
2023-11-01,2023-11-02,AAPL,0.020693311732998376,-0.024949607660594873,-0.03985480489638088,False,False
2023-11-02,2023-11-03,AAPL,-0.005181190622993714,-0.024949607660594873,-0.03985480489638088,False,False
2023-11-03,2023-11-06,AAPL,0.014605182889557478,-0.024147535384163428,-0.03985480489638088,False,False
2023-11-06,2023-11-07,AAPL,0.014450857137662476,-0.023566909909076658,-0.03658289929629532,False,False
2023-11-07,2023-11-08,AAPL,0.005884914429795218,-0.023566909909076658,-0.03658289929629532,False,False
2023-11-08,2023-11-09,AAPL,-0.0026245786084363454,-0.023566909909076658,-0.03658289929629532,False,False
2023-11-09,2023-11-10,AAPL,0.02321999777037065,-0.023566909909076658,-0.03658289929629532,False,False
2023-11-10,2023-11-13,AAPL,-0.008583707245447103,-0.022453460392926092,-0.03658289929629532,False,False
2023-11-13,2023-11-14,AAPL,0.014285758191470155,-0.022453460392926092,-0.03658289929629532,False,False
2023-11-14,2023-11-15,AAPL,0.003041007452773803,-0.022453460392926092,-0.03658289929629532,False,False
2023-11-15,2023-11-16,AAPL,0.009042129627399254,-0.022453460392926092,-0.03658289929629532,False,False
2023-11-16,2023-11-17,AAPL,-0.00010559417722144637,-0.022453460392926092,-0.03658289929629532,False,False
2023-11-17,2023-11-20,AAPL,0.009278378963871736,-0.022453460392926092,-0.03658289929629532,False,False
2023-11-20,2023-11-21,AAPL,-0.004230921664687415,-0.022453460392926092,-0.03658289929629532,False,False
2023-11-21,2023-11-22,AAPL,0.0035144722063440437,-0.022453460392926092,-0.03658289929629532,False,False
2023-11-22,2023-11-24,AAPL,-0.007004327896970142,-0.022160820788146105,-0.03658289929629532,False,False
2023-11-24,2023-11-27,AAPL,-0.0009475117594562876,-0.022160820788146105,-0.03658289929629532,False,False
2023-11-27,2023-11-28,AAPL,0.003213967563167719,-0.022160820788146105,-0.03658289929629532,False,False
2023-11-28,2023-11-29,AAPL,-0.005409565929457738,-0.022160820788146105,-0.03658289929629532,False,False
2023-11-29,2023-11-30,AAPL,0.0030628659622251586,-0.020559738582672862,-0.03658289929629532,False,False
2023-11-30,2023-12-01,AAPL,0.0067912693031588756,-0.02003097900850037,-0.03658289929629532,False,False
2023-12-01,2023-12-04,AAPL,-0.009464608634222826,-0.02003097900850037,-0.03658289929629532,False,False
2023-12-04,2023-12-05,AAPL,0.021063184854551498,-0.02003097900850037,-0.03658289929629532,False,False
2023-12-05,2023-12-06,AAPL,-0.005687076885812936,-0.02003097900850037,-0.03658289929629532,False,False
2023-12-06,2023-12-07,AAPL,0.010139310156239256,-0.02003097900850037,-0.03658289929629532,False,False
2023-12-07,2023-12-08,AAPL,0.007412394183014204,-0.018899430787554065,-0.03658289929629532,False,False
2023-12-08,2023-12-11,AAPL,-0.012927404862181358,-0.018899430787554065,-0.03658289929629532,False,False
2023-12-11,2023-12-12,AAPL,0.007920261180930588,-0.018899430787554065,-0.03658289929629532,False,False
2023-12-12,2023-12-13,AAPL,0.016691500398916537,-0.018899430787554065,-0.03658289929629532,False,False
2023-12-13,2023-12-14,AAPL,0.0007575944971187631,-0.018899430787554065,-0.03658289929629532,False,False
2023-12-14,2023-12-15,AAPL,-0.002725662957057229,-0.018899430787554065,-0.03658289929629532,False,False
2023-12-15,2023-12-18,AAPL,-0.008503361983995594,-0.018899430787554065,-0.03658289929629532,False,False
2023-12-18,2023-12-19,AAPL,0.005360141616442826,-0.017963255767111396,-0.033188195116203856,False,False
2023-12-19,2023-12-20,AAPL,-0.010713869267645282,-0.017963255767111396,-0.033188195116203856,False,False
2023-12-20,2023-12-21,AAPL,-0.0007700018680799614,-0.017963255767111396,-0.033188195116203856,False,False
2023-12-21,2023-12-22,AAPL,-0.005547528686201786,-0.017963255767111396,-0.033188195116203856,False,False
2023-12-22,2023-12-26,AAPL,-0.0028408550300474955,-0.017963255767111396,-0.033188195116203856,False,False
2023-12-26,2023-12-27,AAPL,0.000517961718064841,-0.01777706976746034,-0.033188195116203856,False,False
2023-12-27,2023-12-28,AAPL,0.0022263843633969493,-0.01777706976746034,-0.033188195116203856,False,False
2023-12-28,2023-12-29,AAPL,-0.0054242623375125865,-0.01777706976746034,-0.033188195116203856,False,False
2023-12-29,2024-01-02,AAPL,-0.03578669471884177,-0.017433307791345703,-0.03245590948607049,True,True
2024-01-02,2024-01-03,AAPL,-0.007487579685407364,-0.01777706976746034,-0.03578993155054678,False,False
2024-01-03,2024-01-04,AAPL,-0.012699968666017969,-0.01777706976746034,-0.03578993155054678,False,False
2024-01-04,2024-01-05,AAPL,-0.004013246354206412,-0.017433307791345703,-0.03245267265436548,False,False
2024-01-05,2024-01-08,AAPL,0.024174979350496173,-0.017433307791345703,-0.03245267265436548,False,False
2024-01-08,2024-01-09,AAPL,-0.0022634314567256952,-0.017433307791345703,-0.03245267265436548,False,False
2024-01-09,2024-01-10,AAPL,0.00567137404586493,-0.017433307791345703,-0.03245267265436548,False,False
2024-01-10,2024-01-11,AAPL,-0.0032224384475177947,-0.017433307791345703,-0.03245267265436548,False,False
2024-01-11,2024-01-12,AAPL,0.001778046056661653,-0.017433307791345703,-0.03245267265436548,False,False
2024-01-12,2024-01-16,AAPL,-0.012317145314028055,-0.017433307791345703,-0.03245267265436548,False,False
2024-01-16,2024-01-17,AAPL,-0.0051734776013113715,-0.017433307791345703,-0.03245267265436548,False,False
2024-01-17,2024-01-18,AAPL,0.032570700881001,-0.017433307791345703,-0.03245267265436548,False,False
2024-01-18,2024-01-19,AAPL,0.015533014471189599,-0.017433307791345703,-0.03245267265436548,False,False
2024-01-19,2024-01-22,AAPL,0.012163326482440562,-0.017433307791345703,-0.03245267265436548,False,False
2024-01-22,2024-01-23,AAPL,0.006653265711023648,-0.017433307791345703,-0.03245267265436548,False,False
2024-01-23,2024-01-24,AAPL,-0.003484001583329621,-0.017433307791345703,-0.03245267265436548,False,False
2024-01-24,2024-01-25,AAPL,-0.0016966732166975307,-0.017433307791345703,-0.03245267265436548,False,False
2024-01-25,2024-01-26,AAPL,-0.009012679082754826,-0.017433307791345703,-0.03245267265436548,False,False
2024-01-26,2024-01-29,AAPL,-0.003585988454730238,-0.017433307791345703,-0.03245267265436548,False,False
2024-01-29,2024-01-30,AAPL,-0.019245688588821364,-0.017433307791345703,-0.03245267265436548,True,False
2024-01-30,2024-01-31,AAPL,-0.019357635848883947,-0.01777706976746034,-0.03245267265436548,True,False
2024-01-31,2024-02-01,AAPL,0.01334061450721169,-0.01777706976746034,-0.03245267265436548,False,False
2024-02-01,2024-02-02,AAPL,-0.005405171391177133,-0.01777706976746034,-0.03245267265436548,False,False
2024-02-02,2024-02-05,AAPL,0.009846557929492183,-0.01777706976746034,-0.03245267265436548,False,False
2024-02-05,2024-02-06,AAPL,0.008631820891679576,-0.01777706976746034,-0.03245267265436548,False,False
2024-02-06,2024-02-07,AAPL,0.0005810122912683902,-0.01777706976746034,-0.03245267265436548,False,False
2024-02-07,2024-02-08,AAPL,-0.005754638308011373,-0.017433307791345703,-0.03245267265436548,False,False
2024-02-08,2024-02-09,AAPL,0.004094038163908742,-0.017433307791345703,-0.03245267265436548,False,False
2024-02-09,2024-02-12,AAPL,-0.00900196609778181,-0.017147418223393017,-0.03245267265436548,False,False
2024-02-12,2024-02-13,AAPL,-0.0112743724718245,-0.017147418223393017,-0.03245267265436548,False,False
2024-02-13,2024-02-14,AAPL,-0.004809777536293303,-0.017147418223393017,-0.03245267265436548,False,False
