date,next_date,ticker,actual_return,var_95,var_99,hit_95,hit_99
2023-09-11,2023-09-12,AAPL,-0.01706048610289257,-0.029333314633930033,-0.04181105049486102,False,False
2023-09-12,2023-09-13,AAPL,-0.0118549089916139,-0.029473489504841254,-0.04195027805411518,False,False
2023-09-13,2023-09-14,AAPL,0.008782457882979378,-0.02944195972732067,-0.0418228820038819,False,False
2023-09-14,2023-09-15,AAPL,-0.004153759781456157,-0.028546573988286677,-0.04066743659522147,False,False
2023-09-15,2023-09-18,AAPL,0.016913219342517438,-0.028590771632105442,-0.04070740697245003,False,False
2023-09-18,2023-09-19,AAPL,0.0061808966367979945,-0.02842562714439117,-0.04053277062956931,False,False
2023-09-19,2023-09-20,AAPL,-0.01999228335784664,-0.028337243429531297,-0.04043594953026499,False,False
2023-09-20,2023-09-21,AAPL,-0.008889457619850383,-0.02848663923134116,-0.04057313385302778,False,False
2023-09-21,2023-09-22,AAPL,0.004944617404130547,-0.02855910490071361,-0.04063525206547485,False,False
2023-09-22,2023-09-25,AAPL,0.007380432690265781,-0.02838157083949856,-0.04042561422517881,False,False
2023-09-25,2023-09-26,AAPL,-0.02339847370971393,-0.028325899753686913,-0.040369493717486146,False,False
2023-09-26,2023-09-27,AAPL,-0.00889754929017239,-0.02841999974204267,-0.040488976549626056,False,False
2023-09-27,2023-09-28,AAPL,0.0015256087351109837,-0.028480812643149576,-0.04055664064359587,False,False
2023-09-28,2023-09-29,AAPL,0.003046389497151303,-0.02849449391610585,-0.040567702944433785,False,False
2023-09-29,2023-10-02,AAPL,0.014835557829094181,-0.02840036968180026,-0.04046039011322889,False,False
2023-10-02,2023-10-03,AAPL,-0.007769796061209644,-0.02771768000812744,-0.0395999987618227,False,False
2023-10-03,2023-10-04,AAPL,0.007308803989658275,-0.027462173713671816,-0.0392752451435603,False,False
2023-10-04,2023-10-05,AAPL,0.007197710497694576,-0.027394977257622858,-0.03914166330747408,False,False
2023-10-05,2023-10-06,AAPL,0.014750651984002383,-0.027359374798530806,-0.03906101649451631,False,False
2023-10-06,2023-10-09,AAPL,0.008451201626139104,-0.027345275894982347,-0.03906195247472314,False,False
2023-10-09,2023-10-10,AAPL,-0.003352271170802834,-0.027285153429305434,-0.03900170817267,False,False
2023-10-10,2023-10-11,AAPL,0.007904166706875992,-0.026883164251428504,-0.038488025714908,False,False
2023-10-11,2023-10-12,AAPL,0.005061192262814762,-0.02686967062253286,-0.0384780637011413,False,False
2023-10-12,2023-10-13,AAPL,-0.010292729094026343,-0.026786636708492635,-0.038385808750925315,False,False
2023-10-13,2023-10-16,AAPL,-0.0007269784638538335,-0.026828134472317248,-0.0384351489587589,False,False
2023-10-16,2023-10-17,AAPL,-0.008784700655539268,-0.026761185468310505,-0.03828400243450122,False,False
